indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,time_detail,sex,sex_desc,age,age_desc,urbanization,urbanization_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,2013,2013,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.3468,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Travel related to unpaid domestic and care work is not included.,Federal Planning Bureau Belgium based on BTUS2013 based on Harmonised European Belgian Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,2014,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.8898046584045592,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,"INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,2015,2015,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.8,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Proportion of time spent on unpaid care work has high sampling variability,General Social Survey 2015 - Cycle 29 - Time Use,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,2015,2015,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.2728394,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Instituto Nacional de Estadísticas Chile based on Time Use Survey 2015,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,2008,2007-2008,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.0278542,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Instituto Nacional de Estadísticas Chile based on Time Use Survey 2007,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,2017,2016-2017,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.272533333333333,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Include ""Time spent on transfers related to unpaid domestic and care work activities""",DANE based on National Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,2013,2012-2013,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.053925,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Include ""Time spent on transfers related to unpaid domestic and care work activities""",DANE based on National Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2017,2017,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.048607616203733,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,INEC based on National time use survey 2017,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",2016,2015-2016,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.246832709755284,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2000,1999-2000,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.963,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistics Finland  based on Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2010,2009-2010,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.924,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistics Finland  based on Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",250,France,FRA,2.457288129,46.62660861,Europe and Northern America,2010,2009-2010,M,Male,Y55T64,55 to 64 years old,_T,All areas,3.1821302,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,2021,2020-2021,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.027530501752204,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,2020-2021 Georgia Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2000,1999-2000,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.85,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2013,2012-2013,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.9666666666666666,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,2013,2012-2013,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.742,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Unpaid domestic work includes ""Other activities in the fields of housekeeping and family care"" and ""travel related to other activities in regard to housekeeping and care of family members"" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).",Federal Statistical Office  based on Time Use Survey in Germany,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,2014,2013-2014,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.133333333,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Hellenic Statistical Authority (ELSTAT) based on Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2010,2009-2010,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.366827739242955,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Hungarian Central Statistical Office based on Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2003,2002-2003,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.23,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members ",2002-2003 National Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2009,2008-2009,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.21,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members other then Care of own children living in another household (included)",2008-2009 National Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2014,2013-2014,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.25,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members other then Care of own children living in another household (included)",2013-2014 National Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2001,2001,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.5833333333333335,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Ministry of Internal Affairs and Communications (MIC) based on Survey on Time Use and Leisure Activities,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2006,2006,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.65,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Ministry of Internal Affairs and Communications (MIC) based on Survey on Time Use and Leisure Activities,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2011,2011,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.7,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Ministry of Internal Affairs and Communications (MIC) based on 2011 Survey on Time Use and Leisure Activities,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2016,2016,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.7333333333333334,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Ministry of Internal Affairs and Communications (MIC) based on 2016 Survey on Time Use and Leisure Activities,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2021,2021,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.82,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,2021 Survey on Time Use and Leisure Activities,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2018,2018,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.583333333333333,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,The Agency of the Republic of Kazakhstan on Statistics based on The time use budget of population,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2014,2014,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.966,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistics Korea based on Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2019,2019,M,Male,Y55T64,55 to 64 years old,_T,All areas,0.9076037187156268,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,2019 Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",418,Lao People's Democratic Republic,LAO,101.9901968,20.27482773,Eastern and South-Eastern Asia,2017,2017,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.427122483165845,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Questions OPW12, OPW13 and OPW14 were considered in calculation.",Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,2009,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.340857943918346,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,INEGI based on National time use survey 2009 ,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2014,2014,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.484801186761612,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,"INEGI, Encuesta Nacional de Uso del Tiempo (ENUT)",2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2019,2019,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.896252353664219,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,"INEGI, Encuesta Nacional de Uso del Tiempo (ENUT)",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2015,2015,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.793166666666667,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Results provided for this questionnaire are produced based on the survey respondents and not weighted.,National Statistical Office based on Time use survey 2015,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2019,2019,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.613801799801554,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,National Statistical Office based on Time use survey 2019,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,2012,2011-2012,M,Male,Y55T64,55 to 64 years old,_T,All areas,3.169687253254698,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic and care work is not included.,"National Bureau of Statistics, Republic of Moldova based on Time use survey",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,2011,2010-2011,M,Male,Y55T64,55 to 64 years old,_T,All areas,3.0,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Statistics Norway based on Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,2016,2016,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.039550949457015,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,"Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,2010,2010,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.348015848621796,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,2013,2013,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.833,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Travel related to unpaid domestic and care work is not included.,Statistics Poland based on Time Use Survey ,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",620,Portugal,PRT,-7.961599811,39.68509315,Europe and Northern America,2015,2015,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.498386666666667,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Statistics Portugal based on National Survey on Time Use by Men and Women,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2012,2011-2012,M,Male,Y55T64,55 to 64 years old,_T,All areas,3.083333333333334,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,INSSE based on Time Use of the Romanians - 2012,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2015,2015,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.671274539168156,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use and on volunteer work.,Statistical Office of the Republic of Serbia based on Time Use Survey in Serbia,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2011,2010-2011,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.640618550752389,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistical Office of the Republic of Serbia based on Time Use Survey in Serbia,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,2001,2000-2001,M,Male,Y55T64,55 to 64 years old,_T,All areas,3.208242036114312,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Statistics Sweden based on The Swedish Time-Use Survey 2000,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,2011,2010-2011,M,Male,Y55T64,55 to 64 years old,_T,All areas,3.390127324991091,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Statistics Sweden based on The Swedish Time Use Survey 2010/11,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2000,2000,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.147,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2004,2004,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.316,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2007,2007,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.374000000000001,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2010,2010,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.135,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2013,2013,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.313,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2016,2016,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.339,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2020,2020,M,Male,Y55T64,55 to 64 years old,_T,All areas,2.461,HR_PER_DAY,Hours per day,C,Country Data,G,Global,unpaid domestic services for family members not living in the same household is excluded; unpaid caregiving services for family members not living in the same household is excluded,"2020 LFS, unpaid work module",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",792,Türkiye,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2006,2006,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.0610633112,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic and care work is not included.,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",792,Türkiye,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2015,2014-2015,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.151345555031512,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic and care work is not included.,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",800,Uganda,UGA,32.39100438,1.279557331,Sub-Saharan Africa,2018,2017-2018,M,Male,Y55T64,55 to 64 years old,_T,All areas,1.8,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Time Use Survey-Uganda,2022,"sex, age, urbanization",1
