Descricao Area de Referencia,Regiao SDG,Periodo de Tempo,Genero,Idade,Valor Observado,Descricao Unidade de Medida,Ano da Fonte,Ano Mais Recente
Chile,Latin America and the Caribbean,2008,Female,45 to 54 years old,4.0692723,Hours per day,2022,Sem Informação
Colombia,Latin America and the Caribbean,2017,Female,45 to 54 years old,4.412097222222221,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,45 to 54 years old,4.014880555555555,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,45 to 54 years old,5.705676905580041,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,45 to 54 years old,3.529494412788958,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,45 to 54 years old,3.674,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,45 to 54 years old,3.379,Hours per day,2022,1.0
France,Europe and Northern America,2010,Female,45 to 54 years old,4.102448900000001,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,45 to 54 years old,4.559098423207438,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,45 to 54 years old,5.233333333333333,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,45 to 54 years old,5.183333333333333,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,45 to 54 years old,3.959999999999999,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,45 to 54 years old,4.99999999997,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,45 to 54 years old,3.977528537446037,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,45 to 54 years old,6.030000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,45 to 54 years old,5.63,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,45 to 54 years old,5.54,Hours per day,2022,1.0
Japan,Eastern and South-Eastern Asia,2001,Female,45 to 54 years old,4.366666666666667,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2006,Female,45 to 54 years old,4.483333333333333,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2011,Female,45 to 54 years old,4.316666666666666,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2016,Female,45 to 54 years old,4.033333333333332,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2021,Female,45 to 54 years old,3.97,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,45 to 54 years old,4.250000000000001,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,45 to 54 years old,3.55,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,45 to 54 years old,3.375549954662635,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,45 to 54 years old,2.973833212809587,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,45 to 54 years old,7.600409922918106,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,45 to 54 years old,6.85711811623245,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,45 to 54 years old,6.977107366621034,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,45 to 54 years old,3.798,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,45 to 54 years old,4.085473049399201,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,45 to 54 years old,4.468925395853965,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,45 to 54 years old,3.363000000000001,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,45 to 54 years old,3.672068888468512,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,45 to 54 years old,5.903035621533926,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,45 to 54 years old,4.300000000000001,Hours per day,2022,1.0
Portugal,Europe and Northern America,2015,Female,45 to 54 years old,4.48179,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Female,45 to 54 years old,5.000000000000001,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,45 to 54 years old,4.64926316856746,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,45 to 54 years old,5.149042779818291,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2001,Female,45 to 54 years old,3.926360389805246,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2011,Female,45 to 54 years old,3.691269022610233,Hours per day,2022,1.0
Switzerland,Europe and Northern America,2000,Female,45 to 54 years old,4.597,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2004,Female,45 to 54 years old,4.648999999999999,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2007,Female,45 to 54 years old,4.581,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,45 to 54 years old,4.380999999999999,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,45 to 54 years old,4.171,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,45 to 54 years old,4.382999999999999,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,45 to 54 years old,4.539,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,45 to 54 years old,5.469651837200002,Hours per day,2022,Sem Informação
Türkiye,Northern Africa and Western Asia,2015,Female,45 to 54 years old,5.015143326565529,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,45 to 54 years old,3.2,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2015,Female,45 to 54 years old,2.834958333333333,Hours per day,2022,Sem Informação
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2022,Female,45 to 54 years old,3.757107573775457,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2001,Female,45 to 54 years old,3.576918333333333,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2003,Female,45 to 54 years old,3.95,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2004,Female,45 to 54 years old,4.06,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2005,Female,45 to 54 years old,4.04,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2006,Female,45 to 54 years old,3.819999999999999,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2007,Female,45 to 54 years old,3.9,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2008,Female,45 to 54 years old,3.68,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2009,Female,45 to 54 years old,3.86,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2010,Female,45 to 54 years old,3.78,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2011,Female,45 to 54 years old,3.78,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2012,Female,45 to 54 years old,3.62,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2013,Female,45 to 54 years old,3.89,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2014,Female,45 to 54 years old,3.740000000000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2015,Female,45 to 54 years old,3.96,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2016,Female,45 to 54 years old,3.89,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2017,Female,45 to 54 years old,3.79,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2018,Female,45 to 54 years old,3.800000016,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2019,Female,45 to 54 years old,3.53,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,45 to 54 years old,2.526692226288534,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,45 to 54 years old,1.007,Hours per day,2022,1.0
Belgium,Europe and Northern America,2013,Male,45 to 54 years old,1.5163,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,45 to 54 years old,1.22480844518273,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Male,45 to 54 years old,2.699999999999999,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2015,Male,45 to 54 years old,2.4353376,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2008,Male,45 to 54 years old,1.4460343,Hours per day,2022,Sem Informação
Colombia,Latin America and the Caribbean,2017,Male,45 to 54 years old,1.23065,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,45 to 54 years old,0.8661805555555554,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,45 to 54 years old,2.172347027835063,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,45 to 54 years old,1.194215972606885,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,45 to 54 years old,2.457,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,45 to 54 years old,2.489,Hours per day,2022,1.0
France,Europe and Northern America,2010,Male,45 to 54 years old,2.2217997,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,45 to 54 years old,0.9535290468232273,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,45 to 54 years old,1.05,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,45 to 54 years old,0.8833333333333334,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,45 to 54 years old,2.548,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,45 to 54 years old,1.81666666,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,45 to 54 years old,2.029379006512713,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,45 to 54 years old,1.68,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,45 to 54 years old,1.6,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,45 to 54 years old,1.82,Hours per day,2022,1.0
Japan,Eastern and South-Eastern Asia,2001,Male,45 to 54 years old,0.4333333333333334,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2006,Male,45 to 54 years old,0.4666666666666666,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2011,Male,45 to 54 years old,0.5666666666666668,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2016,Male,45 to 54 years old,0.6,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2021,Male,45 to 54 years old,0.79,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,45 to 54 years old,1.466666666666667,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,45 to 54 years old,0.7340000000000001,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,45 to 54 years old,0.8518335695841166,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,45 to 54 years old,2.273246475133957,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,45 to 54 years old,2.53942543520767,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,45 to 54 years old,2.336997759877522,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,45 to 54 years old,2.682480822634998,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,45 to 54 years old,1.580333333333333,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,45 to 54 years old,1.68087037785954,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,45 to 54 years old,3.082154709832609,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,45 to 54 years old,2.41,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,45 to 54 years old,1.178751933268924,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,45 to 54 years old,2.233843290053432,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,45 to 54 years old,2.45,Hours per day,2022,1.0
Portugal,Europe and Northern America,2015,Male,45 to 54 years old,2.471363333333334,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Male,45 to 54 years old,2.466666666666667,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,45 to 54 years old,1.95437331481913,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,45 to 54 years old,2.50886912716629,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2001,Male,45 to 54 years old,3.055094058078019,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2011,Male,45 to 54 years old,3.074546269663553,Hours per day,2022,1.0
Switzerland,Europe and Northern America,2000,Male,45 to 54 years old,2.372,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2004,Male,45 to 54 years old,2.526,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2007,Male,45 to 54 years old,2.816,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,45 to 54 years old,2.388,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,45 to 54 years old,2.678,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,45 to 54 years old,2.744,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,45 to 54 years old,2.868,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,45 to 54 years old,0.9146340025,Hours per day,2022,Sem Informação
Türkiye,Northern Africa and Western Asia,2015,Male,45 to 54 years old,0.9644786520944808,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,45 to 54 years old,1.8,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2015,Male,45 to 54 years old,1.587233333333333,Hours per day,2022,Sem Informação
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2022,Male,45 to 54 years old,3.114980902052688,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2001,Male,45 to 54 years old,1.956613333333334,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2003,Male,45 to 54 years old,2.43,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2004,Male,45 to 54 years old,2.59,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2005,Male,45 to 54 years old,2.45,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2006,Male,45 to 54 years old,2.46,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2007,Male,45 to 54 years old,2.58,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2008,Male,45 to 54 years old,2.4,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2009,Male,45 to 54 years old,2.52,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2010,Male,45 to 54 years old,2.48,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2011,Male,45 to 54 years old,2.630000000000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2012,Male,45 to 54 years old,2.26,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2013,Male,45 to 54 years old,2.47,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2014,Male,45 to 54 years old,2.51,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2015,Male,45 to 54 years old,2.46,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2016,Male,45 to 54 years old,2.7,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2017,Male,45 to 54 years old,2.52,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2018,Male,45 to 54 years old,2.320000008,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2019,Male,45 to 54 years old,2.49,Hours per day,2022,1.0
Lithuania,Europe and Northern America,2003,Female,45 to 64 years old,4.483000000000001,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,45 to 64 years old,5.8,Hours per day,2022,1.0
Lithuania,Europe and Northern America,2003,Male,45 to 64 years old,2.486,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Male,45 to 64 years old,3.0,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,55 to 64 years old,5.120887391864382,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Female,55 to 64 years old,4.687,Hours per day,2022,1.0
Belgium,Europe and Northern America,2013,Female,55 to 64 years old,3.6978,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,55 to 64 years old,3.246582222183538,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Female,55 to 64 years old,3.6,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2015,Female,55 to 64 years old,5.1090611,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2008,Female,55 to 64 years old,4.5809953,Hours per day,2022,Sem Informação
Colombia,Latin America and the Caribbean,2017,Female,55 to 64 years old,4.411858333333334,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,55 to 64 years old,4.228947222222222,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,55 to 64 years old,5.834775587516024,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,55 to 64 years old,3.482074824791802,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,55 to 64 years old,4.183,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,55 to 64 years old,3.732000000000001,Hours per day,2022,1.0
France,Europe and Northern America,2010,Female,55 to 64 years old,4.463999400000001,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,55 to 64 years old,4.397180341512878,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,55 to 64 years old,3.566666666666666,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,55 to 64 years old,4.4,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,55 to 64 years old,3.996,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,55 to 64 years old,5.349999667000001,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,55 to 64 years old,4.478824420970519,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,55 to 64 years old,6.360000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,55 to 64 years old,5.820000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,55 to 64 years old,5.53,Hours per day,2022,1.0
Japan,Eastern and South-Eastern Asia,2001,Female,55 to 64 years old,4.35,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2006,Female,55 to 64 years old,4.333333333333332,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2011,Female,55 to 64 years old,4.4,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2016,Female,55 to 64 years old,4.233333333333333,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2021,Female,55 to 64 years old,4.1,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,55 to 64 years old,4.533333333333334,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,55 to 64 years old,4.016999999999999,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,55 to 64 years old,3.375264233665789,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,55 to 64 years old,2.884811978251975,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,55 to 64 years old,6.717147251456136,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,55 to 64 years old,6.819873299253022,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,55 to 64 years old,7.064648865804608,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,55 to 64 years old,4.821833333333334,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,55 to 64 years old,5.004304132266419,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,55 to 64 years old,5.339659438604502,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,55 to 64 years old,3.916,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,55 to 64 years old,3.501976155315496,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,55 to 64 years old,5.86415874175074,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,55 to 64 years old,4.583000000000001,Hours per day,2022,1.0
Portugal,Europe and Northern America,2015,Female,55 to 64 years old,4.472111666666667,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Female,55 to 64 years old,5.616666666666667,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,55 to 64 years old,5.669555895648649,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,55 to 64 years old,5.615498202622792,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2001,Female,55 to 64 years old,4.233054937880135,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2011,Female,55 to 64 years old,3.939184000068414,Hours per day,2022,1.0
Switzerland,Europe and Northern America,2000,Female,55 to 64 years old,4.074,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2004,Female,55 to 64 years old,4.159000000000001,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2007,Female,55 to 64 years old,3.94,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,55 to 64 years old,3.733,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,55 to 64 years old,3.546,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,55 to 64 years old,3.6,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,55 to 64 years old,3.853,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,55 to 64 years old,4.9583829791,Hours per day,2022,Sem Informação
Türkiye,Northern Africa and Western Asia,2015,Female,55 to 64 years old,4.68089786107508,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,55 to 64 years old,3.300000000000001,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2015,Female,55 to 64 years old,3.08449,Hours per day,2022,Sem Informação
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2022,Female,55 to 64 years old,3.960260785716312,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2001,Female,55 to 64 years old,3.878724999999999,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2003,Female,55 to 64 years old,3.96,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2004,Female,55 to 64 years old,3.94,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2005,Female,55 to 64 years old,3.800000000000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2006,Female,55 to 64 years old,3.69,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2007,Female,55 to 64 years old,4.13,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2008,Female,55 to 64 years old,3.810000000000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2009,Female,55 to 64 years old,3.78,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2010,Female,55 to 64 years old,3.56,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2011,Female,55 to 64 years old,3.31,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2012,Female,55 to 64 years old,3.630000000000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2013,Female,55 to 64 years old,3.68,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2014,Female,55 to 64 years old,3.51,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2015,Female,55 to 64 years old,3.54,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2016,Female,55 to 64 years old,3.7,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2017,Female,55 to 64 years old,3.57,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2018,Female,55 to 64 years old,3.460000008000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2019,Female,55 to 64 years old,3.42,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,55 to 64 years old,2.79400363725801,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,55 to 64 years old,0.775,Hours per day,2022,1.0
Belgium,Europe and Northern America,2013,Male,55 to 64 years old,2.3468,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,55 to 64 years old,0.8898046584045592,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Male,55 to 64 years old,2.8,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2015,Male,55 to 64 years old,2.2728394,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2008,Male,55 to 64 years old,1.0278542,Hours per day,2022,Sem Informação
Colombia,Latin America and the Caribbean,2017,Male,55 to 64 years old,1.272533333333333,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,55 to 64 years old,1.053925,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,55 to 64 years old,2.048607616203733,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,55 to 64 years old,1.246832709755284,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,55 to 64 years old,2.963,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,55 to 64 years old,2.924,Hours per day,2022,1.0
France,Europe and Northern America,2010,Male,55 to 64 years old,3.1821302,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,55 to 64 years old,1.027530501752204,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,55 to 64 years old,0.85,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,55 to 64 years old,0.9666666666666666,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,55 to 64 years old,2.742,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,55 to 64 years old,2.133333333,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,55 to 64 years old,2.366827739242955,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,55 to 64 years old,2.23,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,55 to 64 years old,2.21,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,55 to 64 years old,2.25,Hours per day,2022,1.0
Japan,Eastern and South-Eastern Asia,2001,Male,55 to 64 years old,0.5833333333333335,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2006,Male,55 to 64 years old,0.65,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2011,Male,55 to 64 years old,0.7,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2016,Male,55 to 64 years old,0.7333333333333334,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2021,Male,55 to 64 years old,0.82,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,55 to 64 years old,1.583333333333333,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,55 to 64 years old,0.966,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,55 to 64 years old,0.9076037187156268,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,55 to 64 years old,2.427122483165845,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,55 to 64 years old,2.340857943918346,Hours per day,2022,Sem Informação
